hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw,hscode_6
,2,Other,,[ [ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ ![ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] ] ],Tricycles;similar wheeled;productsË ®;kind;pedal car;scale;âscaleë ®;carriage;âChildrenÊ¼s productsË;doll;scooter;recreational model;define;U.S.C. â§;similar recreational;work;wheeled toy;accessory,punchball;balloon;inflatable toy;rubber;toy ball,
,3,Labeled or determined by importer as intended for use by persons,,[ [ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ ![ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] ] ] && [ Labeled or determined by importer as intended for use by persons ],similar wheeled;label;pedal car;scale;Tricycles;productsË ®;use;carriage;doll;define;âChildrenÊ¼s productsË;scooter;recreational model;U.S.C. â§;kind;work;wheeled toy;accessory;importer;âscaleë ®;person;similar recreational;intend,punchball;balloon;inflatable toy;rubber;toy ball,
9503.00.00.71,4,Under 3 years of age,,[ [ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ ![ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] ] ] && [ Labeled or determined by importer as intended for use by persons ] && [ Under 3 years of age ],similar wheeled;label;pedal car;scale;Tricycles;productsË ®;use;carriage;doll;define;year;âChildrenÊ¼s productsË;scooter;recreational model;U.S.C. â§;kind;work;wheeled toy;accessory;importer;âscaleë ®;age;person;similar recreational;intend,punchball;balloon;inflatable toy;rubber;toy ball,950300
9503.00.00.73,4,3 to 12 years of age,,[ [ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ ![ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] ] ] && [ Labeled or determined by importer as intended for use by persons ] && [ 3 to 12 years of age ],similar wheeled;label;pedal car;scale;Tricycles;productsË ®;use;carriage;doll;define;year;âChildrenÊ¼s productsË;scooter;recreational model;U.S.C. â§;kind;work;wheeled toy;accessory;importer;âscaleë ®;age;person;similar recreational;intend,punchball;balloon;inflatable toy;rubber;toy ball,950300
9503.00.00.90,1,Other,,[ [ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ ![ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] ] ],Tricycles;similar wheeled;kind;pedal car;scale;âscaleë ®;carriage;doll;scooter;recreational model;similar recreational;work;wheeled toy;accessory,U.S.C. â§;âChildrenÊ¼s productsË;productsË ®;define,950300
9504,0,Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ],game console;article;arcade;bowling alley;billiard;special table;parlor game;automatic bowling;alley equipment;bagatelle;pinball machine;video game;casino game;accessory,,9504
9504.20,1,Articles && accessories for billiards of all kinds,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Articles && accessories for billiards of all kinds ],game console;article;arcade;bowling alley;billiard;special table;parlor game;automatic bowling;Articles;alley equipment;bagatelle;pinball machine;video game;kind;casino game;accessory,,950420
9504.20.20.00,2,Balls,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Articles && accessories for billiards of all kinds ] && [ Balls ],game console;article;arcade;bowling alley;billiard;special table;parlor game;automatic bowling;Articles;Balls;alley equipment;bagatelle;pinball machine;video game;kind;casino game;accessory,,950420
9504.20.40.00,2,Chalk,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Articles && accessories for billiards of all kinds ] && [ Chalk ],game console;article;arcade;bowling alley;billiard;special table;parlor game;automatic bowling;Chalk;Articles;alley equipment;bagatelle;pinball machine;video game;kind;casino game;accessory,,950420
9504.20.60.00,2,Tables,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Articles && accessories for billiards of all kinds ] && [ Tables ],game console;article;arcade;bowling alley;billiard;special table;parlor game;automatic bowling;Articles;alley equipment;bagatelle;pinball machine;video game;kind;casino game;Tables;accessory,,950420
9504.20.80.00,2,Other &&  including parts && accessories,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Articles && accessories for billiards of all kinds ] && [ Other &&  including parts && accessories ],game console;article;arcade;bowling alley;billiard;special table;parlor game;automatic bowling;Articles;alley equipment;bagatelle;pinball machine;video game;kind;casino game;accessory,,950420
9504.30.00,1,Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ],arcade;payment;pinball machine;coin;bank card;mean;game console;banknote;bowling alley;automatic bowling;bagatelle;special table;alley equipment;video game;casino game;accessory;article;billiard;token;game;parlor game,,950430
9504.30.00.10,2,Video,,[ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ Video ],arcade;payment;pinball machine;coin;bank card;mean;game console;banknote;bowling alley;automatic bowling;bagatelle;special table;alley equipment;video game;casino game;accessory;article;video;billiard;token;game;parlor game,,950430
,2,Other,,[ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video ] ] ],arcade;payment;pinball machine;coin;bank card;mean;game console;banknote;bowling alley;automatic bowling;bagatelle;special table;alley equipment;video game;casino game;accessory;article;billiard;token;game;parlor game,video,
,3,Games,,[ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video ] ] ] && [ Games ],arcade;Games;payment;pinball machine;coin;bank card;mean;game console;banknote;bowling alley;automatic bowling;bagatelle;special table;alley equipment;video game;casino game;accessory;article;billiard;token;game;parlor game,video,
9504.30.00.20,4,Pinball machines && bell-type machines && consoles,,[ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video ] ] ] && [ Games ] && [ Pinball machines && bell-type machines && consoles ],type machine;arcade;Games;payment;pinball machine;coin;bank card;mean;game console;banknote;bowling alley;automatic bowling;bagatelle;bell;special table;alley equipment;video game;casino game;accessory;article;console;billiard;token;game;parlor game,video,950430
9504.30.00.40,4,Other,,[ [ [ Video game consoles && machines &&  articles for arcade &&  table or parlor games &&  including pinball machines &&  bagatelle &&  billiards && special tables for casino games; automatic bowling alley equipment; parts && accessories thereof ] && [ Other games &&  operated by coins &&  banknotes &&  bank cards &&  tokens or by any other means of payment &&  other than automatic bowling alley equipment; parts && accessories thereof ] && [ ![ Video ] ] ] && [ Games ] && [ ![ Pinball machines && bell-type machines && consoles ] ] ],arcade;Games;payment;pinball machine;coin;bank card;mean;game console;banknote;bowling alley;automatic bowling;bagatelle;special table;alley equipment;video game;casino game;accessory;article;billiard;token;game;parlor game,type machine;video;console;pinball machine;bell,950430
