HTS Number,Indent,Description
9017.90.01.05,2,Of articles of subheading 9017.10.40
9017.90.01.15,2,Of articles of subheading 9017.10.80
9017.90.01.20,2,Of articles of subheading 9017.20.40
9017.90.01.32,2,Of articles of subheading 9017.20.70
9017.90.01.36,2,Of articles of subheading 9017.20.80
9017.90.01.40,2,Of articles of subheading 9017.30.40
9017.90.01.50,2,Of articles of subheading 9017.30.80
9017.90.01.60,2,Other
9018,0,Instruments && appliances used in medical &&  surgical &&  dental or veterinary sciences &&  including scintigraphic apparatus &&  other electro-medical apparatus && sight-testing instruments; parts && accessories thereof
9018,1,Electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters); parts && accessories thereof
9018.11,2,Electrocardiographs &&  && parts && accessories thereof
9018.11.30,3,Electrocardiographs
9018.11.60,3,Printed circuit assemblies
9018.11.90,3,Other
9018.12,2,Ultrasonic scanning apparatus
9018.13,2,Magnetic resonance imaging apparatus
9018.14,2,Scintigraphic apparatus
9018.19,2,Other
9018.19.40,3,Apparatus for functional exploratory examination &&  && parts && accessories thereof
9018.19.40,3,Other
9018.19.55,4,Patient monitoring systems
9018.19.75,4,Printed circuit assemblies for parameter acquisition modules
9018.19.95,4,Other
9018.19.95.30,5,Basal metabolism && blood pressure apparatus
9018.19.95.35,5,Electroencephalographs (EEG) && electromyographs (EMG)
9018.19.95.50,5,Other apparatus
9018.19.95.60,5,Parts && accessories
9018.20,1,Ultraviolet or infrared ray apparatus &&  && parts && accessories thereof
9018.20.00.40,2,Therapeutic
9018.20.00.80,2,Other
9018.20,1,Syringes &&  needles &&  catheters &&  cannulae && the like; parts && accessories thereof
9018.31,2,Syringes &&  with or without needles; parts && accessories thereof
9018.31,3,Syringes &&  with or without their needles
9018.31.00.40,4,Hypodermic
9018.31.00.80,4,Other
9018.31.00.90,3,Parts && accessories
9018.32,2,Tubular metal needles && needles for sutures && parts && accessories thereof
9018.39,2,Other
9018.39,3,Bougies &&  catheters &&  drains && sondes &&  && parts && accessories thereof
9018.39.00.20,4,Rubber catheters
9018.39.00.40,4,Other
9018.39.00.50,3,Other
9018.20,1,Other instruments && appliances &&  used in dental sciences &&  && parts && accessories thereof
9018.41,2,Dental drill engines &&  whether or not combined on a single base with other dental equipment &&  && parts && accessories thereof
9018.49,2,Other
9018.49.40,3,Dental burs
9018.49.80,3,Other
9018.49.80.40,4,Dental hand instruments && parts && accessories thereof
9018.49.80.80,4,Other
9018.50,1,Other ophthalmic instruments && appliances && parts && accessories thereof
9018.90,1,Other instruments && appliances && parts && accessories thereof
9018.90,2,Optical instruments && appliances && parts && accessories thereof
9018.90.10,3,Mirrors && reflectors
9018.90.20,3,Other
9018.90,2,Other
9018.90.30,3,Anesthetic instruments && appliances && parts && accessories thereof
9018.90.40,3,Percussion hammers &&  stethoscopes && parts of stethoscopes
9018.90.50,3,Sphygmomanometers &&  tensimeters && oscillometers; all the foregoing && parts && accessories thereof
9018.90.50.40,4,Sphygmomanometers && parts && accessories thereof
9018.90.50.80,4,Other
9018.90.50,3,Electro-medical instruments && appliances && parts && accessories thereof
9018.90.60,4,Electro-surgical instruments && appliances &&  other than extracorporeal shock wave lithotripters; all the foregoing && parts && accessories thereof
9018.90.60,4,Other
9018.90.64,5,Defibrillators
9018.90.68,5,Printed circuit assemblies for the defibrillators of subheading 9018.90.64
9018.90.75,5,Other
9018.90.75.20,6,Dialysis instruments && apparatus
9018.90.75.20,6,Other therapeutic appliances && instruments
9018.90.75.40,7,Ultrasonic
9018.90.75.60,7,Other
9018.90.75.70,6,Parts && accessories of dialysis instruments && apparatus
9018.90.75.80,6,Other
9018.90.80,3,Other
9019,0,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy &&  oxygen therapy &&  aerosol therapy &&  artificial respiration or other therapeutic respiration apparatus; parts && accessories thereof
9019.10,1,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; parts && accessories thereof
9019.10.20,2,Mechano-therapy appliances && massage apparatus; parts && accessories thereof
9019.10.20.10,3,Mechano-therapy appliances
9019.10.20.10,3,Massage apparatus
9019.10.20.10,4,Electrically operated
9019.10.20.10,5,Battery powered
9019.10.20.20,6,Handheld
9019.10.20.30,6,Other
9019.10.20.10,5,Other
9019.10.20.35,6,Powered by AC adapter
9019.10.20.45,6,Other
9019.10.20.50,4,Other
9019.10.20.90,3,Parts && accessories
9019.10.20,2,Other
9019.10.40,3,Electrically operated apparatus && parts thereof
9019.10.60,3,Other
9019.20,1,Ozone therapy &&  oxygen therapy &&  aerosol therapy &&  artificial respiration or other therapeutic respiration apparatus; parts && accessories thereof
9020,0,Other breathing appliances && gas masks &&  excluding protective masks having neither mechanical parts nor replaceable filters; parts && accessories thereof
9020.00.40,1,Underwater breathing devices designed as a complete unit to be carried on the person && not requiring attendants
9020.00.60,1,Other breathing appliances && gas masks
9020.00.90,1,Other
9021,0,Orthopedic appliances &&  including crutches &&  surgical belts && trusses; splints && other fracture appliances; artificial parts of the body; hearing aids && other appliances which are worn or carried &&  or implanted in the body &&  to compensate for a defect or disability; parts && accessories thereof
9021.10,1,Orthopedic or fracture appliances &&  && parts && accessories thereof
9021.10.00.50,2,Bone plates &&  screws && nails &&  && other internal fixation devices or appliances
9021.10.00.90,2,Other
9021.10,1,Artificial teeth && dental fittings &&  && parts && accessories thereof
9021.21,2,Artificial teeth && parts && accessories thereof
9021.21.40,3,Of plastics
9021.21.80,3,Other
9021.29,2,Other
9021.29.40,3,Of plastics
9021.29.80,3,Other
9021.10,1,Other artificial parts of the body && parts && accessories thereof
9021.31,2,Artificial joints && parts && accessories thereof
9021.39,2,Other
9021.40,1,Hearing aids &&  excluding parts && accessories thereof
9021.50,1,Pacemakers for stimulating heart muscles &&  excluding parts && accessories thereof
9021.90,1,Other
9021.90.40,2,Parts && accessories for hearing aids && for pacemakers for stimulating heart muscles
9021.90.40.40,3,For hearing aids
9021.90.40.80,3,Other
9021.90.81,2,Other
9022,0,Apparatus based on the use of X-rays or of alpha &&  beta or gamma radiations &&  whether or not for medical &&  surgical &&  dental or veterinary uses &&  including radiography or radiotherapy apparatus &&  X-ray tubes && other X-ray generators &&  high tension generators &&  control panels && desks &&  screens &&  examination or treatment tables &&  chairs && the like; parts && accessories thereof
9022,1,Apparatus based on the use of X-rays &&  whether or not for medical &&  surgical &&  dental or veterinary uses &&  including radiography or radiotherapy apparatus
9022.12,2,Computed tomography apparatus
9022.13,2,Other &&  for dental uses
9022.14,2,Other &&  for medical &&  surgical or veterinary uses
9022.19,2,For other uses
9022,1,Apparatus based on the use of alpha &&  beta or gamma radiations &&  whether or not for medical &&  surgical &&  dental or veterinary uses &&  including radiography or radiotherapy apparatus
9022.21,2,For medical &&  surgical &&  dental or veterinary uses
9022.29,2,For other uses
9022.29.40,3,Smoke detectors &&  ionization type
9022.29.80,3,Other
9022.30,1,X-ray tubes
9022.90,1,Other &&  including parts && accessories
9022.90.05,2,Radiation generator units
9022.90.15,2,Radiation beam delivery units
9022.90.15,2,Other
9022.90.25,3,Other apparatus
9022.90.25,3,Parts && accessories
9022.90.40,4,Of X-ray tubes
9022.90.40,4,Other
9022.90.60,5,Of apparatus based on the use of X-rays
9022.90.70,5,Of smoke detectors &&  ionization type
9022.90.95,5,Other
9023,0,Instruments &&  apparatus && models &&  designed for demonstrational purposes (for example &&  in education or exhibitions) &&  unsuitable for other uses &&  && parts && accessories thereof
9024,0,Machines && appliances for testing the hardness &&  strength &&  compressibility &&  elasticity or other mechanical properties of materials (for example &&  metals &&  wood &&  textiles &&  paper &&  plastics) &&  && parts && accessories thereof
9024.10,1,Machines && appliances for testing metals
9024.80,1,Other machines && appliances
9024.90,1,Parts && accessories
9024.90.00.40,2,Of machines && appliances for testing metals
9024.90.00.80,2,Other
9025,0,Hydrometers && similar floating instruments &&  thermometers &&  pyrometers &&  barometers &&  hygrometers && psychrometers &&  recording or not &&  && any combination of these instruments; parts && accessories thereof
9025,1,Thermometers && pyrometers &&  not combined with other instruments
9025.11,2,Liquid-filled &&  for direct reading
9025.11.20,3,Clinical
9025.11.40,3,Other
9025.19,2,Other
9025.19.40,3,Pyrometers
9025.19.80,3,Other
9025.19.80.40,4,Clinical
9025.19.80.80,4,Other
9025.80,1,Other instruments
9025.80.10,2,Electrical
9025.80.10,2,Other
9025.80.15,3,Barometers &&  not combined with other instruments
9025.80.20,3,Hydrometers && similar floating instruments &&  whether or not incorporating a thermometer &&  non-recording
9025.80.35,3,Hygrometers && psychrometers &&  non-recording
9025.80.40,3,Thermographs &&  barographs &&  hygrographs && other recording instruments
9025.80.50,3,Other
9025.90.06,1,Parts && accessories
9026,0,Instruments && apparatus for measuring or checking the flow &&  level &&  pressure or other variables of liquids or gases (for example &&  flow meters &&  level gauges &&  manometers &&  heat meters) &&  excluding instruments && apparatus of heading 9014 &&  9015 &&  9028 or 9032; parts && accessories thereof
9026.10,1,For measuring or checking the flow or level of liquids
9026.10.20,2,Electrical
9026.10.20.40,3,Flow meters
9026.10.20.80,3,Other
9026.10.20,2,Other
9026.10.40,3,Flow meters
9026.10.60,3,Other
9026.20,1,For measuring or checking pressure
9026.20.40,2,Electrical
9026.20.80,2,Other
9026.80,1,Other instruments && apparatus
9026.80.20,2,Electrical
9026.80.20,2,Other
9026.80.40,3,Heat meters incorporating liquid supply meters &&  && anemometers
9026.80.60,3,Other
9026.90,1,Parts && accessories
9026.90.20,2,Of electrical instruments && apparatus
9026.90.20,2,Other
9026.90.40,3,Of flow meters &&  heat meters incorporating liquid supply meters && anemometers
9026.90.60,3,Other
9027,0,Instruments && apparatus for physical or chemical analysis (for example &&  polarimeters &&  refractometers &&  spectrometers &&  gas or smoke analysis apparatus); instruments && apparatus for measuring or checking viscosity &&  porosity &&  expansion &&  surface tension or the like; instruments && apparatus for measuring or checking quantities of heat &&  sound or light (including exposure meters); microtomes; parts && accessories thereof
9027.10,1,Gas or smoke analysis apparatus
9027.10.20,2,Electrical
9027.10.20,2,Other
9027.10.40,3,Optical instruments && apparatus
9027.10.60,3,Other
9027.20,1,Chromatographs && electrophoresis instruments
9027.20.50,2,Electrical
9027.20.50.30,3,Electrophoresis instruments
9027.20.50.50,3,Gas chromatographs
9027.20.50.60,3,Liquid chromatographs
9027.20.50.80,3,Other
9027.20.80,2,Other
9027.20.80.30,3,Gas chromatographs
9027.20.80.60,3,Liquid chromatographs
9027.20.80.90,3,Other
9027.30,1,Spectrometers &&  spectrophotometers && spectrographs using optical radiations (ultraviolet &&  visible &&  infrared)
9027.30.40,2,Electrical
9027.30.40.40,3,Spectrophotometers
9027.30.40.80,3,Other
9027.30.80,2,Other
9027.30.80.20,3,Spectroscopes
9027.30.80.80,3,Other
9027.50,1,Other instruments && apparatus using optical radiations (ultraviolet &&  visible &&  infrared)
9027.50.10,2,Exposure meters
9027.50.10,2,Other
9027.50.40,3,Electrical
9027.50.40.15,4,Chemical analysis instruments && apparatus
9027.50.40.20,4,Thermal analysis instruments && apparatus
9027.50.40.50,4,Photometers
9027.50.40.60,4,Other
9027.50.80,3,Other
9027.50.80.15,4,Chemical analysis instruments && apparatus
9027.50.80.20,4,Thermal analysis instruments && apparatus
9027.50.80.60,4,Other
9027.80,1,Other instruments && apparatus
9027.80.25,2,Nuclear magnetic resonance instruments
9027.80.25,2,Other
9027.80.45,3,Electrical
9027.80.45.20,4,Mass spectrometers
9027.80.45.20,4,Other
9027.80.45.30,5,Chemical analysis instruments && apparatus
9027.80.45.60,5,Physical analysis instruments && apparatus
9027.80.45.90,5,Other
9027.80.80,3,Other
9027.80.80.30,4,Chemical analysis instruments && apparatus
9027.80.80.60,4,Physical analysis instruments && apparatus
9027.80.80.90,4,Other
9027.90,1,Microtomes; parts && accessories
9027.90.20,2,Microtomes
9027.90.20,2,Parts && accessories
9027.90.20,3,Of electrical instruments && apparatus
9027.90.45,4,Printed circuit assemblies for the goods of subheading 9027.80
9027.90.45,4,Other
9027.90.54,5,Of electrophoresis instruments not incorporating an optical or other measuring device
9027.90.56,5,Of instruments && apparatus of subheading 9027.20 &&  9027.30 &&  9027.50 or 9027.80
9027.90.56.25,6,Of articles of subheading 9027.20.50
9027.90.56.30,6,Of articles of subheading 9027.30.40
9027.90.56.40,6,Of articles of subheading 9027.50.10
9027.90.56.50,6,Of articles of subheading 9027.50.40
9027.90.56.95,6,Other
9027.90.59,5,Other
9027.90.59.10,6,Of articles of subheading 9027.10.20
9027.90.59.95,6,Other
9027.90.20,3,Other
9027.90.20,4,Of optical instruments && apparatus
9027.90.64,5,Of instruments && apparatus of subheading 9027.20 &&  9027.30 &&  9027.50 or 9027.80
9027.90.68,5,Other
9027.90.20,4,Other
9027.90.84,5,Of instruments && apparatus of subheading 9027.20 &&  9027.30 &&  9027.50 or 9027.80
9027.90.88,5,Other
9028,0,Gas &&  liquid or electricity supply or production meters &&  including calibrating meters thereof; parts && accessories thereof
9028.10,1,Gas meters
9028.20,1,Liquid meters
9028.30,1,Electricity meters
9028.90,1,Parts && accessories
9028.90.00.40,2,Of electricity meters
9028.90.00.80,2,Other
9029,0,Revolution counters &&  production counters &&  taximeters &&  odometers &&  pedometers && the like; speedometers && tachometers &&  other than those of heading 9014 or 9015; stroboscopes; parts && accessories thereof
9029.10,1,Revolution counters &&  production counters &&  taximeters &&  odometers &&  pedometers && the like
9029.10.40,2,Taximeters
9029.10.80,2,Other
9029.20,1,Speedometers && tachometers; stroboscopes
9029.20.20,2,Bicycle speedometers
9029.20.40,2,Other speedometers && tachometers
9029.20.40.40,3,For use in civil aircraft
9029.20.40.80,3,Other
9029.20.60,2,Stroboscopes
9029.90,1,Parts && accessories
9029.90.20,2,Of taximeters
9029.90.40,2,Of bicycle speedometers
9029.90.60,2,Of stroboscopes
9029.90.80,2,Other
9029.90.80.40,3,Of speedometers && tachometers
9029.90.80.80,3,Other
9030,0,Oscilloscopes &&  spectrum analyzers && other instruments && apparatus for measuring or checking electrical quantities &&  excluding meters of heading 9028; instruments && apparatus for measuring or detecting alpha &&  beta &&  gamma &&  X-ray &&  cosmic or other ionizing radiations; parts && accessories thereof:​
